time_ms,voltage,spike
582.00,-49.4194,0
582.50,-45.3247,0
583.00,-38.7408,0
583.50,-26.7595,0
584.00,-0.5198,0
584.50,30.0000,1
585.00,-68.2320,0
585.50,-70.8646,0
586.00,-72.6851,0
586.50,-73.7584,0
587.00,-74.2985,0
587.50,-74.5163,0
588.00,-74.5572,0
588.50,-74.5059,0
589.00,-74.4074,0
589.50,-74.2850,0
590.00,-74.1502,0
590.50,-74.0092,0
591.00,-73.8648,0
591.50,-73.7187,0
592.00,-73.5716,0
592.50,-73.4239,0
593.00,-73.2758,0
593.50,-73.1274,0
594.00,-72.9788,0
594.50,-72.8299,0
595.00,-72.6808,0
595.50,-72.5315,0
596.00,-72.3818,0
596.50,-72.2318,0
597.00,-72.0815,0
597.50,-71.9309,0
598.00,-71.7798,0
598.50,-71.6283,0
599.00,-71.4764,0
599.50,-71.3239,0
600.00,-71.1709,0
600.50,-71.0173,0
601.00,-70.8631,0
601.50,-70.7082,0
602.00,-70.5526,0
602.50,-70.3963,0
603.00,-70.2391,0
603.50,-70.0810,0
604.00,-69.9219,0
604.50,-69.7619,0
605.00,-69.6008,0
605.50,-69.4385,0
606.00,-69.2749,0
606.50,-69.1101,0
607.00,-68.9438,0
607.50,-68.7759,0
608.00,-68.6065,0
608.50,-68.4353,0
609.00,-68.2623,0
609.50,-68.0872,0
610.00,-67.9100,0
610.50,-67.7304,0
611.00,-67.5483,0
611.50,-67.3635,0
612.00,-67.1759,0
612.50,-66.9850,0
613.00,-66.7907,0
613.50,-66.5927,0
614.00,-66.3907,0
614.50,-66.1842,0
615.00,-65.9730,0
615.50,-65.7564,0
616.00,-65.5340,0
616.50,-65.3052,0
617.00,-65.0693,0
617.50,-64.8254,0
618.00,-64.5727,0
618.50,-64.3102,0
619.00,-64.0364,0
619.50,-63.7500,0
620.00,-63.4492,0
620.50,-63.1318,0
621.00,-62.7952,0
621.50,-62.4363,0
622.00,-62.0511,0
622.50,-61.6346,0
623.00,-61.1804,0
623.50,-60.6804,0
624.00,-60.1238,0
624.50,-59.4959,0
625.00,-58.7767,0
625.50,-57.9378,0
626.00,-56.9381,0
626.50,-55.7151,0
627.00,-54.1705,0
627.50,-52.1407,0
628.00,-49.3356,0
628.50,-45.1967,0
629.00,-38.5242,0
629.50,-26.3360,0
630.00,0.5126,0
630.50,30.0000,1
631.00,-68.2336,0
631.50,-70.8674,0
632.00,-72.6885,0
632.50,-73.7619,0
633.00,-74.3019,0
633.50,-74.5195,0
634.00,-74.5604,0
634.50,-74.5090,0
635.00,-74.4104,0
635.50,-74.2879,0
636.00,-74.1532,0
636.50,-74.0121,0
637.00,-73.8677,0
637.50,-73.7216,0
638.00,-73.5745,0
638.50,-73.4268,0
639.00,-73.2787,0
639.50,-73.1304,0
640.00,-72.9817,0
640.50,-72.8329,0
641.00,-72.6838,0
641.50,-72.5344,0
642.00,-72.3847,0
642.50,-72.2348,0
643.00,-72.0845,0
643.50,-71.9338,0
644.00,-71.7828,0
644.50,-71.6313,0
645.00,-71.4794,0
645.50,-71.3269,0
646.00,-71.1739,0
646.50,-71.0203,0
647.00,-70.8662,0
647.50,-70.7113,0
648.00,-70.5557,0
648.50,-70.3994,0
649.00,-70.2422,0
649.50,-70.0841,0
650.00,-69.9251,0
650.50,-69.7650,0
651.00,-69.6039,0
651.50,-69.4416,0
652.00,-69.2781,0
652.50,-69.1133,0
653.00,-68.9470,0
653.50,-68.7793,0
654.00,-68.6098,0
654.50,-68.4387,0
655.00,-68.2657,0
655.50,-68.0907,0
656.00,-67.9135,0
656.50,-67.7339,0
657.00,-67.5519,0
657.50,-67.3672,0
658.00,-67.1796,0
658.50,-66.9888,0
659.00,-66.7946,0
659.50,-66.5967,0
660.00,-66.3947,0
660.50,-66.1884,0
661.00,-65.9772,0
661.50,-65.7607,0
662.00,-65.5384,0
662.50,-65.3098,0
663.00,-65.0740,0
663.50,-64.8303,0
664.00,-64.5778,0
664.50,-64.3155,0
665.00,-64.0420,0
665.50,-63.7558,0
666.00,-63.4553,0
666.50,-63.1383,0
667.00,-62.8021,0
667.50,-62.4436,0
668.00,-62.0590,0
668.50,-61.6431,0
669.00,-61.1898,0
669.50,-60.6908,0
670.00,-60.1354,0
670.50,-59.5091,0
671.00,-58.7919,0
671.50,-57.9558,0
672.00,-56.9598,0
672.50,-55.7420,0
673.00,-54.2050,0
673.50,-52.1870,0
674.00,-49.4015,0
674.50,-45.2973,0
675.00,-38.6945,0
675.50,-26.6691,0
676.00,-0.3001,0
676.50,30.0000,1
677.00,-68.2324,0
677.50,-70.8652,0
678.00,-72.6858,0
678.50,-73.7591,0
679.00,-74.2992,0
679.50,-74.5169,0
680.00,-74.5579,0
680.50,-74.5066,0
681.00,-74.4081,0
681.50,-74.2856,0
682.00,-74.1508,0
682.50,-74.0098,0
683.00,-73.8654,0
683.50,-73.7193,0
684.00,-73.5722,0
684.50,-73.4245,0
685.00,-73.2764,0
685.50,-73.1280,0
686.00,-72.9794,0
686.50,-72.8306,0
687.00,-72.6814,0
687.50,-72.5321,0
688.00,-72.3824,0
688.50,-72.2324,0
689.00,-72.0822,0
689.50,-71.9315,0
690.00,-71.7804,0
690.50,-71.6289,0
691.00,-71.4770,0
691.50,-71.3245,0
692.00,-71.1715,0
692.50,-71.0180,0
693.00,-70.8638,0
693.50,-70.7089,0
694.00,-70.5533,0
694.50,-70.3969,0
695.00,-70.2397,0
695.50,-70.0816,0
696.00,-69.9226,0
696.50,-69.7626,0
697.00,-69.6014,0
697.50,-69.4391,0
698.00,-69.2756,0
698.50,-69.1107,0
699.00,-68.9445,0
699.50,-68.7766,0
700.00,-68.6072,0
700.50,-68.4360,0
701.00,-68.2630,0
701.50,-68.0879,0
702.00,-67.9107,0
702.50,-67.7311,0
703.00,-67.5491,0
703.50,-67.3643,0
704.00,-67.1766,0
704.50,-66.9858,0
705.00,-66.7915,0
705.50,-66.5936,0
706.00,-66.3916,0
706.50,-66.1851,0
707.00,-65.9739,0
707.50,-65.7573,0
708.00,-65.5350,0
708.50,-65.3062,0
709.00,-65.0703,0
709.50,-64.8265,0
710.00,-64.5738,0
710.50,-64.3113,0
711.00,-64.0376,0
711.50,-63.7513,0
712.00,-63.4505,0
712.50,-63.1332,0
713.00,-62.7967,0
713.50,-62.4379,0
714.00,-62.0528,0
714.50,-61.6364,0
715.00,-61.1824,0
715.50,-60.6826,0
716.00,-60.1263,0
716.50,-59.4987,0
717.00,-58.7800,0
717.50,-57.9417,0
718.00,-56.9428,0
718.50,-55.7209,0
719.00,-54.1779,0
719.50,-52.1506,0
720.00,-49.3498,0
720.50,-45.2183,0
721.00,-38.5609,0
721.50,-26.4079,0
722.00,0.3367,0
722.50,30.0000,1
723.00,-68.2333,0
723.50,-70.8669,0
724.00,-72.6879,0
724.50,-73.7613,0
725.00,-74.3013,0
725.50,-74.5190,0
726.00,-74.5598,0
726.50,-74.5085,0
727.00,-74.4099,0
727.50,-74.2874,0
728.00,-74.1527,0
728.50,-74.0116,0
729.00,-73.8672,0
729.50,-73.7211,0
730.00,-73.5740,0
730.50,-73.4263,0
731.00,-73.2782,0
731.50,-73.1299,0
732.00,-72.9813,0
732.50,-72.8324,0
733.00,-72.6833,0
733.50,-72.5339,0
734.00,-72.3842,0
734.50,-72.2343,0
735.00,-72.0840,0
735.50,-71.9333,0
736.00,-71.7823,0
736.50,-71.6308,0
737.00,-71.4789,0
737.50,-71.3264,0
738.00,-71.1734,0
738.50,-71.0198,0
739.00,-70.8656,0
739.50,-70.7108,0
740.00,-70.5552,0
740.50,-70.3988,0
741.00,-70.2416,0
741.50,-70.0836,0
742.00,-69.9245,0
742.50,-69.7645,0
743.00,-69.6034,0
743.50,-69.4411,0
744.00,-69.2776,0
744.50,-69.1127,0
745.00,-68.9465,0
745.50,-68.7787,0
746.00,-68.6093,0
746.50,-68.4381,0
747.00,-68.2651,0
747.50,-68.0900,0
748.00,-67.9129,0
748.50,-67.7333,0
749.00,-67.5513,0
749.50,-67.3666,0
750.00,-67.1789,0
750.50,-66.9882,0
751.00,-66.7939,0
751.50,-66.5960,0
752.00,-66.3940,0
752.50,-66.1877,0
753.00,-65.9765,0
753.50,-65.7600,0
754.00,-65.5377,0
754.50,-65.3090,0
755.00,-65.0732,0
755.50,-64.8295,0
756.00,-64.5770,0
756.50,-64.3146,0
757.00,-64.0410,0
757.50,-63.7548,0
758.00,-63.4543,0
758.50,-63.1372,0
759.00,-62.8009,0
759.50,-62.4424,0
760.00,-62.0576,0
760.50,-61.6417,0
761.00,-61.1882,0
761.50,-60.6890,0
762.00,-60.1334,0
762.50,-59.5068,0
763.00,-58.7893,0
763.50,-57.9528,0
764.00,-56.9561,0
764.50,-55.7374,0
765.00,-54.1991,0
765.50,-52.1791,0
766.00,-49.3903,0
766.50,-45.2803,0
767.00,-38.6657,0
767.50,-26.6128,0
768.00,-0.1630,0
768.50,30.0000,1
769.00,-68.2326,0
769.50,-70.8656,0
770.00,-72.6863,0
770.50,-73.7596,0
771.00,-74.2997,0
771.50,-74.5174,0
772.00,-74.5583,0
772.50,-74.5070,0
773.00,-74.4085,0
773.50,-74.2860,0
774.00,-74.1512,0
774.50,-74.0102,0
775.00,-73.8658,0
775.50,-73.7197,0
776.00,-73.5726,0
776.50,-73.4249,0
777.00,-73.2768,0
777.50,-73.1284,0
778.00,-72.9798,0
778.50,-72.8309,0
779.00,-72.6818,0
779.50,-72.5325,0
780.00,-72.3828,0
780.50,-72.2328,0
781.00,-72.0826,0
781.50,-71.9319,0
782.00,-71.7808,0
782.50,-71.6293,0
783.00,-71.4774,0
783.50,-71.3249,0
784.00,-71.1720,0
784.50,-71.0184,0
785.00,-70.8642,0
785.50,-70.7093,0
786.00,-70.5537,0
786.50,-70.3973,0
787.00,-70.2401,0
787.50,-70.0821,0
788.00,-69.9230,0
788.50,-69.7630,0
789.00,-69.6019,0
789.50,-69.4396,0
790.00,-69.2760,0
790.50,-69.1112,0
791.00,-68.9449,0
791.50,-68.7771,0
792.00,-68.6077,0
792.50,-68.4365,0
793.00,-68.2634,0
793.50,-68.0884,0
794.00,-67.9111,0
794.50,-67.7316,0
795.00,-67.5496,0
795.50,-67.3648,0
796.00,-67.1771,0
796.50,-66.9863,0
797.00,-66.7921,0
797.50,-66.5941,0
798.00,-66.3921,0
798.50,-66.1857,0
799.00,-65.9744,0
799.50,-65.7579,0
800.00,-65.5356,0
800.50,-65.3068,0
801.00,-65.0709,0
801.50,-64.8271,0
802.00,-64.5745,0
802.50,-64.3120,0
803.00,-64.0384,0
803.50,-63.7521,0
804.00,-63.4513,0
804.50,-63.1340,0
805.00,-62.7976,0
805.50,-62.4388,0
806.00,-62.0538,0
806.50,-61.6375,0
807.00,-61.1836,0
807.50,-60.6840,0
808.00,-60.1278,0
808.50,-59.5004,0
809.00,-58.7820,0
809.50,-57.9441,0
810.00,-56.9456,0
810.50,-55.7244,0
811.00,-54.1825,0
811.50,-52.1568,0
812.00,-49.3585,0
812.50,-45.2317,0
813.00,-38.5835,0
813.50,-26.4521,0
814.00,0.2288,0
814.50,30.0000,1
815.00,-68.2332,0
815.50,-70.8666,0
816.00,-72.6875,0
816.50,-73.7609,0
817.00,-74.3009,0
817.50,-74.5186,0
818.00,-74.5595,0
818.50,-74.5081,0
819.00,-74.4096,0
819.50,-74.2871,0
820.00,-74.1524,0
820.50,-74.0113,0
821.00,-73.8669,0
821.50,-73.7208,0
822.00,-73.5737,0
822.50,-73.4260,0
823.00,-73.2779,0
823.50,-73.1296,0
824.00,-72.9809,0
824.50,-72.8321,0
825.00,-72.6830,0
825.50,-72.5336,0
826.00,-72.3839,0
826.50,-72.2340,0
827.00,-72.0837,0
827.50,-71.9330,0
828.00,-71.7820,0
828.50,-71.6305,0
829.00,-71.4785,0
829.50,-71.3261,0
830.00,-71.1731,0
830.50,-71.0195,0
831.00,-70.8653,0
831.50,-70.7104,0
832.00,-70.5549,0
832.50,-70.3985,0
833.00,-70.2413,0
833.50,-70.0832,0
834.00,-69.9242,0
834.50,-69.7642,0
835.00,-69.6031,0
835.50,-69.4408,0
836.00,-69.2773,0
836.50,-69.1124,0
837.00,-68.9461,0
837.50,-68.7783,0
838.00,-68.6089,0
838.50,-68.4378,0
839.00,-68.2647,0
839.50,-68.0897,0
840.00,-67.9125,0
840.50,-67.7330,0
841.00,-67.5509,0
841.50,-67.3662,0
842.00,-67.1786,0
842.50,-66.9878,0
843.00,-66.7935,0
843.50,-66.5956,0
844.00,-66.3936,0
844.50,-66.1872,0
845.00,-65.9760,0
845.50,-65.7595,0
846.00,-65.5372,0
846.50,-65.3085,0
847.00,-65.0727,0
847.50,-64.8290,0
848.00,-64.5764,0
848.50,-64.3140,0
849.00,-64.0404,0
849.50,-63.7542,0
850.00,-63.4536,0
850.50,-63.1365,0
851.00,-62.8002,0
851.50,-62.4416,0
852.00,-62.0568,0
852.50,-61.6407,0
853.00,-61.1872,0
853.50,-60.6879,0
854.00,-60.1322,0
854.50,-59.5054,0
855.00,-58.7877,0
855.50,-57.9509,0
856.00,-56.9538,0
856.50,-55.7346,0
857.00,-54.1955,0
857.50,-52.1743,0
858.00,-49.3834,0
858.50,-45.2697,0
859.00,-38.6478,0
859.50,-26.5778,0
860.00,-0.0778,0
860.50,30.0000,1
861.00,-68.2327,0
861.50,-70.8658,0
862.00,-72.6865,0
862.50,-73.7599,0
863.00,-74.2999,0
863.50,-74.5176,0
864.00,-74.5586,0
864.50,-74.5072,0
865.00,-74.4087,0
865.50,-74.2862,0
866.00,-74.1515,0
866.50,-74.0104,0
867.00,-73.8661,0
867.50,-73.7200,0
868.00,-73.5729,0
868.50,-73.4251,0
869.00,-73.2771,0
869.50,-73.1287,0
870.00,-72.9801,0
870.50,-72.8312,0
871.00,-72.6821,0
871.50,-72.5327,0
872.00,-72.3831,0
872.50,-72.2331,0
873.00,-72.0828,0
873.50,-71.9321,0
874.00,-71.7811,0
874.50,-71.6296,0
875.00,-71.4776,0
875.50,-71.3252,0
876.00,-71.1722,0
876.50,-71.0186,0
877.00,-70.8644,0
877.50,-70.7095,0
878.00,-70.5539,0
878.50,-70.3976,0
879.00,-70.2404,0
879.50,-70.0823,0
880.00,-69.9233,0
880.50,-69.7632,0
881.00,-69.6021,0
881.50,-69.4398,0
882.00,-69.2763,0
882.50,-69.1114,0
883.00,-68.9452,0
883.50,-68.7774,0
884.00,-68.6079,0
884.50,-68.4368,0
885.00,-68.2637,0
885.50,-68.0887,0
886.00,-67.9115,0
886.50,-67.7319,0
887.00,-67.5499,0
887.50,-67.3651,0
888.00,-67.1774,0
888.50,-66.9866,0
889.00,-66.7924,0
889.50,-66.5944,0
890.00,-66.3924,0
890.50,-66.1860,0
891.00,-65.9748,0
891.50,-65.7583,0
892.00,-65.5359,0
892.50,-65.3072,0
893.00,-65.0713,0
893.50,-64.8275,0
894.00,-64.5749,0
894.50,-64.3124,0
895.00,-64.0388,0
895.50,-63.7525,0
896.00,-63.4518,0
896.50,-63.1346,0
897.00,-62.7982,0
897.50,-62.4395,0
898.00,-62.0545,0
898.50,-61.6382,0
899.00,-61.1844,0
899.50,-60.6849,0
900.00,-65.1287,0
900.50,-69.4758,0
901.00,-72.9591,0
901.50,-75.1949,0
902.00,-76.3595,0
902.50,-76.8677,0
903.00,-77.0504,0
903.50,-77.0887,0
904.00,-77.0662,0
904.50,-77.0186,0
905.00,-76.9609,0
905.50,-76.8993,0
906.00,-76.8364,0
906.50,-76.7731,0
907.00,-76.7100,0
907.50,-76.6472,0
908.00,-76.5848,0
908.50,-76.5228,0
909.00,-76.4613,0
909.50,-76.4002,0
910.00,-76.3396,0
910.50,-76.2794,0
911.00,-76.2197,0
911.50,-76.1604,0
912.00,-76.1015,0
912.50,-76.0432,0
913.00,-75.9852,0
913.50,-75.9277,0
914.00,-75.8706,0
914.50,-75.8139,0
915.00,-75.7577,0
915.50,-75.7019,0
916.00,-75.6465,0
916.50,-75.5915,0
917.00,-75.5370,0
917.50,-75.4829,0
918.00,-75.4292,0
918.50,-75.3760,0
919.00,-75.3231,0
919.50,-75.2707,0
920.00,-75.2186,0
920.50,-75.1670,0
921.00,-75.1158,0
921.50,-75.0650,0
922.00,-75.0145,0
922.50,-74.9645,0
923.00,-74.9149,0
923.50,-74.8657,0
924.00,-74.8169,0
924.50,-74.7684,0
925.00,-74.7204,0
925.50,-74.6727,0
926.00,-74.6255,0
926.50,-74.5786,0
927.00,-74.5321,0
927.50,-74.4860,0
928.00,-74.4402,0
928.50,-74.3949,0
929.00,-74.3499,0
929.50,-74.3053,0
930.00,-74.2610,0
930.50,-74.2171,0
931.00,-74.1736,0
931.50,-74.1305,0
932.00,-74.0877,0
932.50,-74.0453,0
933.00,-74.0032,0
933.50,-73.9615,0
934.00,-73.9202,0
934.50,-73.8792,0
935.00,-73.8385,0
935.50,-73.7982,0
936.00,-73.7583,0
936.50,-73.7187,0
937.00,-73.6794,0
937.50,-73.6405,0
938.00,-73.6019,0
938.50,-73.5636,0
939.00,-73.5257,0
939.50,-73.4882,0
940.00,-73.4509,0
940.50,-73.4140,0
941.00,-73.3774,0
941.50,-73.3411,0
942.00,-73.3052,0
942.50,-73.2696,0
943.00,-73.2343,0
943.50,-73.1993,0
944.00,-73.1646,0
944.50,-73.1303,0
945.00,-73.0962,0
945.50,-73.0625,0
946.00,-73.0291,0
946.50,-72.9960,0
947.00,-72.9632,0
947.50,-72.9307,0
948.00,-72.8984,0
948.50,-72.8665,0
949.00,-72.8349,0
949.50,-72.8036,0
950.00,-72.7726,0
950.50,-72.7418,0
951.00,-72.7114,0
951.50,-72.6813,0
952.00,-72.6514,0
952.50,-72.6218,0
953.00,-72.5925,0
953.50,-72.5635,0
954.00,-72.5347,0
954.50,-72.5062,0
955.00,-72.4780,0
955.50,-72.4501,0
956.00,-72.4224,0
956.50,-72.3951,0
957.00,-72.3679,0
957.50,-72.3411,0
958.00,-72.3145,0
958.50,-72.2881,0
959.00,-72.2621,0
959.50,-72.2362,0
960.00,-72.2107,0
960.50,-72.1854,0
961.00,-72.1603,0
961.50,-72.1355,0
962.00,-72.1109,0
962.50,-72.0866,0
963.00,-72.0626,0
963.50,-72.0387,0
964.00,-72.0151,0
964.50,-71.9918,0
965.00,-71.9687,0
965.50,-71.9458,0
966.00,-71.9232,0
966.50,-71.9007,0
967.00,-71.8786,0
967.50,-71.8566,0
968.00,-71.8349,0
968.50,-71.8134,0
969.00,-71.7921,0
969.50,-71.7710,0
970.00,-71.7502,0
970.50,-71.7296,0
971.00,-71.7091,0
971.50,-71.6889,0
972.00,-71.6690,0
972.50,-71.6492,0
973.00,-71.6296,0
973.50,-71.6103,0
974.00,-71.5911,0
974.50,-71.5722,0
975.00,-71.5534,0
975.50,-71.5349,0
976.00,-71.5165,0
976.50,-71.4984,0
977.00,-71.4804,0
977.50,-71.4627,0
978.00,-71.4451,0
978.50,-71.4277,0
979.00,-71.4105,0
979.50,-71.3935,0
980.00,-71.3767,0
980.50,-71.3601,0
981.00,-71.3436,0
981.50,-71.3273,0
982.00,-71.3112,0
982.50,-71.2953,0
983.00,-71.2796,0
983.50,-71.2640,0
984.00,-71.2486,0
984.50,-71.2334,0
985.00,-71.2183,0
985.50,-71.2034,0
986.00,-71.1887,0
986.50,-71.1742,0
987.00,-71.1598,0
987.50,-71.1455,0
988.00,-71.1315,0
988.50,-71.1176,0
989.00,-71.1038,0
989.50,-71.0902,0
990.00,-71.0768,0
990.50,-71.0635,0
991.00,-71.0503,0
991.50,-71.0373,0
992.00,-71.0245,0
992.50,-71.0118,0
993.00,-70.9992,0
993.50,-70.9868,0
994.00,-70.9745,0
994.50,-70.9624,0
995.00,-70.9504,0
995.50,-70.9386,0
996.00,-70.9269,0
996.50,-70.9153,0
997.00,-70.9039,0
997.50,-70.8926,0
998.00,-70.8814,0
998.50,-70.8704,0
999.00,-70.8595,0
999.50,-70.8486,0
